Material,Material_Type,Su,Sy,E,G,mu,Ro,Material_Type_Encoded
CSN CSN 17253 normalized,Other,700.0,350.0,206000.0,80000.0,0.3,7860.0,3
CSN CSN 17255 normalized,Other,600.0,250.0,206000.0,80000.0,0.3,7860.0,3
CSN CSN 17256 normalized,Other,500.0,230.0,206000.0,80000.0,0.3,7860.0,3
CSN CSN 17259 normalized,Other,540.0,265.0,206000.0,80000.0,0.3,7860.0,3
CSN CSN 17265 normalized,Other,550.0,230.0,206000.0,80000.0,0.3,7860.0,3
CSN CSN 17346 normalized,Other,550.0,205.0,206000.0,80000.0,0.3,7860.0,3
CSN CSN 17348 normalized,Other,550.0,215.0,206000.0,80000.0,0.3,7860.0,3
CSN CSN 17359 normalized,Other,540.0,275.0,206000.0,80000.0,0.3,7860.0,3
CSN CSN 17460 normalized,Other,635.0,295.0,206000.0,80000.0,0.3,7860.0,3
CSN CSN 17465 normalized,Other,980.0,590.0,206000.0,80000.0,0.3,7860.0,3
CSN CSN 17501 normalized,Other,640.0,490.0,206000.0,80000.0,0.3,7860.0,3
CSN CSN 422303 ,Other,360.0,240.0,169000.0,70000.0,0.26999999999999996,7160.0,3
CSN CSN 422304 ,Other,420.0,270.0,169000.0,70000.0,0.26999999999999996,7160.0,3
CSN CSN 422305 ,Other,500.0,320.0,169000.0,70000.0,0.26999999999999996,7160.0,3
CSN CSN 422306 ,Other,600.0,370.0,169000.0,70000.0,0.26999999999999996,7160.0,3
CSN CSN 422307 ,Other,700.0,420.0,169000.0,70000.0,0.26999999999999996,7160.0,3
CSN CSN 422308 ,Other,800.0,480.0,169000.0,70000.0,0.26999999999999996,7160.0,3
CSN CSN 422410 ,Other,100.0,100.0,80000.0,32000.0,0.26999999999999996,7160.0,3
CSN CSN 422415 ,Other,150.0,150.0,85000.0,34000.0,0.26999999999999996,7160.0,3
CSN CSN 422420 ,Other,200.0,200.0,91000.0,36400.0,0.26999999999999996,7160.0,3
CSN CSN 422425 ,Other,250.0,250.0,105000.0,42000.0,0.26999999999999996,7160.0,3
CSN CSN 422430 ,Other,300.0,300.0,110000.0,44000.0,0.26999999999999996,7160.0,3
CSN CSN 422435 ,Other,350.0,350.0,115000.0,46000.0,0.26999999999999996,7160.0,3
CSN CSN 422540 ,Other,400.0,180.0,160000.0,64000.0,0.27,7160.0,3
CSN CSN 422555 ,Other,580.0,300.0,160000.0,64000.0,0.27,7160.0,3
CSN CSN 422630 ,Other,363.0,200.0,206000.0,80000.0,0.3,7160.0,3
CSN CSN 422640 ,Other,441.0,240.0,206000.0,80000.0,0.3,7160.0,3
CSN CSN 422650 ,Other,490.0,260.0,206000.0,80000.0,0.3,7160.0,3
CSN CSN 242660 ,Other,588.0,300.0,206000.0,80000.0,0.3,7160.0,3
CSN CSN 422670 ,Other,686.0,350.0,206000.0,80000.0,0.3,7160.0,3
CSN CSN 422709 ,Other,530.0,300.0,206000.0,80000.0,0.3,7160.0,3
CSN CSN 422712 ,Other,422.0,250.0,206000.0,80000.0,0.3,7160.0,3
CSN CSN 422713 ,Other,490.0,290.0,206000.0,80000.0,0.3,7160.0,3
CSN CSN 422724 ,Other,637.0,420.0,206000.0,80000.0,0.3,7160.0,3
CSN CSN 422735 ,Other,785.0,520.0,206000.0,80000.0,0.3,7160.0,3
CSN CSN 422739 ,Other,830.0,550.0,206000.0,80000.0,0.3,7160.0,3
CSN CSN 422753 ,Other,981.0,650.0,206000.0,80000.0,0.3,7160.0,3
CSN CSN 422906 ,Other,550.0,390.0,206000.0,80000.0,0.3,7160.0,3
CSN CSN 422912 ,Other,500.0,320.0,206000.0,80000.0,0.3,7160.0,3
CSN CSN 423042 ,Other,380.0,265.0,120000.0,45000.0,0.31,8800.0,3
CSN CSN 423044 ,Other,380.0,265.0,120000.0,45000.0,0.31,8800.0,3
CSN CSN 423045 ,Other,380.0,265.0,120000.0,45000.0,0.31,8800.0,3
CSN CSN 423047 ,Other,380.0,265.0,120000.0,45000.0,0.31,8800.0,3
CSN CSN 423115 ,Other,180.0,160.0,105000.0,40000.0,0.31,8800.0,3
CSN CSN 423119 ,Other,180.0,160.0,105000.0,40000.0,0.31,8800.0,3
CSN CSN 423123 ,Other,180.0,160.0,105000.0,40000.0,0.31,8800.0,3
CSN CSN 423135 ,Other,150.0,120.0,105000.0,40000.0,0.31,8800.0,3
CSN CSN 423137 ,Other,170.0,100.0,105000.0,40000.0,0.31,8800.0,3
CSN CSN 423145 ,Other,400.0,130.0,120000.0,45000.0,0.32,8800.0,3
CSN CSN 423147 ,Other,400.0,130.0,120000.0,45000.0,0.32,8800.0,3
CSN CSN 423210 ,Other,330.0,100.0,100000.0,37000.0,0.34,8500.0,3
CSN CSN 423212 ,Other,330.0,100.0,100000.0,37000.0,0.34,8500.0,3
CSN CSN 423213 ,Other,330.0,100.0,100000.0,37000.0,0.34,8500.0,3
CSN CSN 423214 ,Other,330.0,100.0,100000.0,37000.0,0.34,8500.0,3
CSN CSN 423256 ,Other,350.0,255.0,100000.0,37000.0,0.34,8500.0,3
CSN CSN 423311 ,Other,600.0,350.0,100000.0,37000.0,0.34,8500.0,3
CSN CSN 424201 ,Other,400.0,230.0,73000.0,26000.0,0.33,6110.0,3
CSN CSN 424203 ,Other,430.0,230.0,73000.0,26000.0,0.33,6110.0,3
CSN CSN 424204 ,Other,430.0,230.0,73000.0,26000.0,0.33,6110.0,3
CSN CSN 424250 ,Other,340.0,190.0,73000.0,26000.0,0.33,6110.0,3
CSN CSN 424401 ,Other,280.0,100.0,73000.0,26000.0,0.33,6110.0,3
CSN CSN 424413 ,Other,200.0,110.0,73000.0,26000.0,0.33,6110.0,3
CSN CSN 424415 ,Other,200.0,110.0,73000.0,26000.0,0.33,6110.0,3
GOST Steel ST3KP GOST 380-94 ,Steel,360.0,235.0,201000.0,78000.0,0.29,7856.0,4
GOST Steel ST3PC GOST 380-94 ,Steel,370.0,245.0,201000.0,78000.0,0.29,7856.0,4
GOST Steel ST3CP GOST 380-94 ,Steel,380.0,255.0,201000.0,78000.0,0.29,7856.0,4
GOST Steel ST4KP GOST 380-94 ,Steel,400.0,255.0,201000.0,78000.0,0.29,7856.0,4
GOST Steel ST4PS GOST 380-94 ,Steel,410.0,265.0,201000.0,78000.0,0.29,7856.0,4
GOST Steel ST4SP GOST 380-94 ,Steel,410.0,265.0,201000.0,78000.0,0.29,7856.0,4
GOST Steel ST5PS GOST 380-94 ,Steel,490.0,285.0,201000.0,78000.0,0.29,7856.0,4
GOST Steel ST5SP GOST 380-94 ,Steel,490.0,295.0,201000.0,78000.0,0.29,7856.0,4
GOST Steel ST6PS GOST 380-94 ,Steel,590.0,315.0,201000.0,78000.0,0.29,7856.0,4
GOST Steel ST6SP GOST 380-94 ,Steel,600.0,320.0,201000.0,78000.0,0.29,7856.0,4
GOST Steel S235 GOST 27772-88 ,Steel,360.0,225.0,206000.0,80000.0,0.3,7860.0,4
GOST Steel S245 GOST 27772-88 ,Steel,370.0,235.0,206000.0,80000.0,0.3,7860.0,4
GOST Steel S255 GOST 27772-88 ,Steel,370.0,245.0,206000.0,80000.0,0.3,7860.0,4
GOST Steel S285 GOST 27772-88 ,Steel,390.0,265.0,206000.0,80000.0,0.3,7860.0,4
GOST Steel S345 GOST 27772-88 ,Steel,450.0,325.0,206000.0,80000.0,0.3,7860.0,4
GOST Steel S375 GOST 27772-88 ,Steel,480.0,335.0,206000.0,80000.0,0.3,7860.0,4
GOST Steel 08 GOST 1050-88 normalized,Steel,320.0,196.0,203000.0,78000.0,0.3,7871.0,4
GOST Steel 10 GOST 1050-88 normalized,Steel,330.0,205.0,206000.0,79000.0,0.3,7856.0,4
GOST Steel 10 GOST 1050-88 case-hardened,Steel,400.0,250.0,206000.0,79000.0,0.3,7856.0,4
GOST Steel 10 GOST 1050-88 Cold working,Steel,410.0,250.0,206000.0,79000.0,0.3,7856.0,4
GOST Steel 10 GOST 1050-88 Annealing or high tempering,Steel,290.0,190.0,206000.0,79000.0,0.3,7856.0,4
GOST Steel 15 GOST 1050-88 normalized,Steel,370.0,225.0,201000.0,78000.0,0.29,7850.0,4
GOST Steel 15 GOST 1050-88 case-hardened,Steel,450.0,250.0,201000.0,78000.0,0.29,7850.0,4
GOST Steel 15 GOST 1050-88 Cold working,Steel,440.0,340.0,201000.0,78000.0,0.29,7850.0,4
GOST Steel 15 GOST 1050-88 Annealing or high tempering,Steel,340.0,220.0,201000.0,78000.0,0.29,7850.0,4
GOST Steel 20 GOST 1050-88 normalized,Steel,410.0,245.0,212000.0,82000.0,0.29,7859.0,4
GOST Steel 20 GOST 1050-88 case-hardened,Steel,500.0,300.0,212000.0,82000.0,0.29,7859.0,4
GOST Steel 20 GOST 1050-88 Cold working,Steel,490.0,300.0,212000.0,82000.0,0.29,7859.0,4
GOST Steel 20 GOST 1050-88 Annealing or high tempering,Steel,390.0,240.0,212000.0,82000.0,0.29,7859.0,4
GOST Steel 25 GOST 1050-88 normalized,Steel,450.0,275.0,198000.0,77000.0,0.29,7820.0,4
GOST Steel 25 GOST 1050-88 case-hardened,Steel,550.0,350.0,198000.0,77000.0,0.29,7820.0,4
GOST Steel 25 GOST 1050-88 Cold working,Steel,540.0,350.0,198000.0,77000.0,0.29,7820.0,4
GOST Steel 25 GOST 1050-88 Annealing or high tempering,Steel,410.0,270.0,198000.0,77000.0,0.29,7820.0,4
GOST Steel 30 GOST 1050-88 normalized,Steel,490.0,295.0,200000.0,77000.0,0.3,7850.0,4
GOST Steel 30 GOST 1050-88 Improved,Steel,600.0,350.0,200000.0,77000.0,0.3,7850.0,4
GOST Steel 30 GOST 1050-88 Cold working,Steel,560.0,340.0,200000.0,77000.0,0.3,7850.0,4
GOST Steel 30 GOST 1050-88 Annealing or high tempering,Steel,440.0,290.0,200000.0,77000.0,0.3,7850.0,4
GOST Steel 30 GOST 1050-88 Quenched and tempered,Steel,575.0,295.0,200000.0,77000.0,0.3,7850.0,4
GOST Steel 35 GOST 1050-88 normalized,Steel,530.0,315.0,206000.0,79000.0,0.3,7826.0,4
GOST Steel 35 GOST 1050-88 Improved,Steel,650.0,380.0,206000.0,79000.0,0.3,7826.0,4
GOST Steel 35 GOST 1050-88 Quenching and cooling in the water,Steel,1000.0,650.0,206000.0,79000.0,0.3,7826.0,4
GOST Steel 35 GOST 1050-88 Cold working,Steel,590.0,350.0,206000.0,79000.0,0.3,7826.0,4
GOST Steel 35 GOST 1050-88 Annealing or high tempering,Steel,470.0,310.0,206000.0,79000.0,0.3,7826.0,4
GOST Steel 35 GOST 1050-88 Quenched and tempered,Steel,625.0,315.0,206000.0,79000.0,0.3,7826.0,4
GOST Steel 40 GOST 1050-88 normalized,Steel,570.0,335.0,212000.0,82000.0,0.29,7850.0,4
GOST Steel 40 GOST 1050-88 Improved,Steel,700.0,400.0,212000.0,82000.0,0.29,7850.0,4
GOST Steel 40 GOST 1050-88 Quenching and cooling in the water,Steel,1000.0,650.0,212000.0,82000.0,0.29,7850.0,4
GOST Steel 40 GOST 1050-88 Cold working,Steel,610.0,380.0,212000.0,82000.0,0.29,7850.0,4
GOST Steel 40 GOST 1050-88 Annealing or high tempering,Steel,510.0,330.0,212000.0,82000.0,0.29,7850.0,4
GOST Steel 40 GOST 1050-88 Quenched and tempered,Steel,675.0,355.0,212000.0,82000.0,0.29,7850.0,4
GOST Steel 45 GOST 1050-88 normalized,Steel,600.0,355.0,200000.0,77000.0,0.3,7810.0,4
GOST Steel 45 GOST 1050-88 Improved,Steel,750.0,450.0,200000.0,77000.0,0.3,7810.0,4
GOST Steel 45 GOST 1050-88 Quenching and cooling in the oil,Steel,900.0,650.0,200000.0,77000.0,0.3,7810.0,4
GOST Steel 45 GOST 1050-88 Quenching and cooling in the water,Steel,1000.0,700.0,200000.0,77000.0,0.3,7810.0,4
GOST Steel 45 GOST 1050-88 Quenching and cooling in the water,Steel,1200.0,867.5,200000.0,77000.0,0.3,7810.0,4
GOST Steel 45 GOST 1050-88 Quenching and heating,Steel,750.0,450.0,200000.0,77000.0,0.3,7810.0,4
GOST Steel 45 GOST 1050-88 Cold working,Steel,640.0,440.0,200000.0,77000.0,0.3,7810.0,4
GOST Steel 45 GOST 1050-88 Annealing or high tempering,Steel,540.0,350.0,200000.0,77000.0,0.3,7810.0,4
GOST Steel 45 GOST 1050-88 Quenched and tempered,Steel,705.0,375.0,200000.0,77000.0,0.3,7810.0,4
GOST Steel 50 GOST 1050-88 normalized,Steel,600.0,355.0,216000.0,83000.0,0.3,7810.0,4
GOST Steel 50 GOST 1050-88 Improved,Steel,900.0,700.0,216000.0,83000.0,0.3,7810.0,4
GOST Steel 50 GOST 1050-88 Cold working,Steel,660.0,450.0,216000.0,83000.0,0.3,7810.0,4
GOST Steel 50 GOST 1050-88 Annealing or high tempering,Steel,560.0,370.0,216000.0,83000.0,0.3,7810.0,4
GOST Steel 50 GOST 1050-88 Quenched and tempered,Steel,725.0,400.0,216000.0,83000.0,0.3,7810.0,4
GOST Steel 55 GOST 1050-88 normalized,Steel,630.0,375.0,210000.0,81000.0,0.3,7820.0,4
GOST Steel 55 GOST 1050-88 Quenched and tempered,Steel,775.0,420.0,210000.0,81000.0,0.3,7820.0,4
GOST Steel 60 GOST 1050-88 normalized,Steel,680.0,400.0,204000.0,79000.0,0.29,7810.0,4
GOST Steel 60 GOST 1050-88 Quenched and tempered,Steel,825.0,450.0,204000.0,79000.0,0.29,7810.0,4
GOST Steel 20G GOST 1050-88 normalized,Steel,460.0,280.0,204000.0,79000.0,0.29,7820.0,4
GOST Steel 20G GOST 1050-88 Quenching and cooling in the water,Steel,570.0,420.0,204000.0,79000.0,0.29,7820.0,4
GOST Steel 30G GOST 1050-88 normalized,Steel,550.0,320.0,200000.0,77000.0,0.3,7810.0,4
GOST Steel 30G GOST 1050-88 Quenching and cooling in the water,Steel,680.0,560.0,200000.0,77000.0,0.3,7810.0,4
GOST Steel 40G GOST 1050-88 normalized,Steel,600.0,360.0,204000.0,79000.0,0.29,7810.0,4
GOST Steel 40G GOST 1050-88 Quenching and cooling in the water,Steel,840.0,590.0,204000.0,79000.0,0.29,7810.0,4
GOST Steel 50G GOST 1050-88 normalized,Steel,660.0,400.0,216000.0,84000.0,0.29,7810.0,4
GOST Steel 50G GOST 1050-88 Quenching and cooling in the water,Steel,820.0,560.0,216000.0,84000.0,0.29,7810.0,4
GOST Steel 65G GOST 1050-88 normalized,Steel,750.0,440.0,215000.0,83000.0,0.3,7850.0,4
GOST Steel 65G GOST 1050-88 Improved,Steel,900.0,700.0,215000.0,83000.0,0.3,7850.0,4
GOST Steel 65G GOST 1050-88 Quenching and cooling in the water,Steel,1252.5,867.5,215000.0,83000.0,0.3,7850.0,4
GOST Steel A11 GOST 1414-75 ,Steel,490.0,390.0,216000.0,83000.0,0.3,7860.0,4
GOST Steel A12 GOST 1414-75 ,Steel,510.0,390.0,216000.0,83000.0,0.3,7860.0,4
GOST Steel A12 GOST 1414-75 ,Steel,460.0,390.0,216000.0,83000.0,0.3,7860.0,4
GOST Steel A20 GOST 1414-75 ,Steel,530.0,390.0,216000.0,83000.0,0.3,7860.0,4
GOST Steel A30 GOST 1414-75 ,Steel,540.0,390.0,216000.0,83000.0,0.3,7860.0,4
GOST Steel A35 GOST 1414-75 ,Steel,570.0,390.0,216000.0,83000.0,0.3,7860.0,4
GOST Steel 15Ch GOST 4543-71 ,Steel,690.0,490.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 20Ch GOST 4543-71 ,Steel,780.0,635.0,216000.0,83000.0,0.3,7830.0,4
GOST Steel 20Ch GOST 4543-71 normalized,Steel,600.0,300.0,216000.0,83000.0,0.3,7830.0,4
GOST Steel 20Ch GOST 4543-71 Improved,Steel,700.0,500.0,216000.0,83000.0,0.3,7830.0,4
GOST Steel 20Ch GOST 4543-71 Quenching and cooling in the oil,Steel,850.0,630.0,216000.0,83000.0,0.3,7830.0,4
GOST Steel 30Ch GOST 4543-71 ,Steel,880.0,685.0,208000.0,80000.0,0.3,7820.0,4
GOST Steel 35Ch GOST 4543-71 ,Steel,910.0,735.0,214000.0,83000.0,0.29,7850.0,4
GOST Steel 40Ch GOST 4543-71 ,Steel,980.0,785.0,214000.0,83000.0,0.29,7850.0,4
GOST Steel 40Ch GOST 4543-71 normalized,Steel,630.0,330.0,214000.0,83000.0,0.29,7850.0,4
GOST Steel 40Ch GOST 4543-71 Improved,Steel,800.0,650.0,214000.0,83000.0,0.29,7850.0,4
GOST Steel 40Ch GOST 4543-71 Quenching and cooling in the oil,Steel,1100.0,867.5,214000.0,83000.0,0.29,7850.0,4
GOST Steel 40Ch GOST 4543-71 Quenching and cooling in the oil,Steel,1252.5,867.5,214000.0,83000.0,0.29,7850.0,4
GOST Steel 45Ch GOST 4543-71 ,Steel,1030.0,835.0,206000.0,79000.0,0.3,7820.0,4
GOST Steel 45Ch GOST 4543-71 normalized,Steel,650.0,350.0,206000.0,79000.0,0.3,7820.0,4
GOST Steel 45Ch GOST 4543-71 Improved,Steel,950.0,750.0,206000.0,79000.0,0.3,7820.0,4
GOST Steel 45Ch GOST 4543-71 Quenching and cooling in the oil,Steel,1252.5,867.5,206000.0,79000.0,0.3,7820.0,4
GOST Steel 50Ch GOST 4543-71 ,Steel,1080.0,867.5,207000.0,80000.0,0.29,7860.0,4
GOST Steel 50Ch GOST 4543-71 normalized,Steel,650.0,350.0,207000.0,80000.0,0.29,7860.0,4
GOST Steel 50Ch GOST 4543-71 Quenching and cooling in the oil,Steel,1252.5,867.5,207000.0,80000.0,0.29,7860.0,4
GOST Steel 10G2 GOST 4543-71 normalized,Steel,430.0,250.0,204000.0,79000.0,0.29,7790.0,4
GOST Steel 35G2 GOST 4543-71 normalized,Steel,630.0,370.0,204000.0,79000.0,0.29,7790.0,4
GOST Steel 35G2 GOST 4543-71 Quenching and cooling in the water,Steel,800.0,650.0,204000.0,79000.0,0.29,7790.0,4
GOST Steel 40G2 GOST 4543-71 normalized,Steel,670.0,390.0,212000.0,82000.0,0.29,7800.0,4
GOST Steel 40G2 GOST 4543-71 Quenching and cooling in the oil,Steel,1120.0,867.5,212000.0,82000.0,0.29,7800.0,4
GOST Steel 45G2 GOST 4543-71 normalized,Steel,700.0,410.0,204000.0,79000.0,0.29,7810.0,4
GOST Steel 45G2 GOST 4543-71 Quenching and cooling in the oil,Steel,850.0,700.0,204000.0,79000.0,0.29,7810.0,4
GOST Steel 33ChS GOST 4543-71 normalized,Steel,600.0,300.0,214000.0,83000.0,0.29,7640.0,4
GOST Steel 33ChS GOST 4543-71 Quenching and cooling in the oil,Steel,900.0,700.0,214000.0,83000.0,0.29,7640.0,4
GOST Steel 38ChS GOST 4543-71 Improved,Steel,950.0,750.0,211000.0,82000.0,0.29,7640.0,4
GOST Steel 30ChMA GOST 4543-71 ,Steel,930.0,735.0,208000.0,80000.0,0.3,7820.0,4
GOST Steel 30ChM GOST 4543-71 Quenching and cooling in the oil,Steel,950.0,750.0,208000.0,80000.0,0.3,7820.0,4
GOST Steel 35ChM GOST 4543-71 ,Steel,930.0,835.0,213000.0,82000.0,0.3,7820.0,4
GOST Steel 35ChM GOST 4543-71 Quenching and cooling in the oil,Steel,1000.0,850.0,213000.0,82000.0,0.3,7820.0,4
GOST Steel 35ChM GOST 4543-71 Quenching and cooling in the oil,Steel,1252.5,867.5,213000.0,82000.0,0.3,7820.0,4
GOST Steel 18ChG GOST 4543-71 Quenching and cooling in the oil,Steel,800.0,735.0,213000.0,82000.0,0.3,7820.0,4
GOST Steel 18ChGT GOST 4543-71 normalized,Steel,700.0,430.0,211000.0,82000.0,0.29,7800.0,4
"GOST Steel 18ChGT GOST 4543-71 Case hardening,quenching and cooling in the oil",Steel,1000.0,800.0,211000.0,82000.0,0.29,7800.0,4
GOST Steel 30ChGT GOST 4543-71 Quenching and cooling in the oil,Steel,1250.0,867.5,212000.0,82000.0,0.29,7800.0,4
"GOST Steel 30ChGT GOST 4543-71 Case hardening,quenching and cooling in the oil",Steel,1100.0,800.0,212000.0,82000.0,0.29,7800.0,4
GOST Steel 20ChGSA GOST 4543-71 ,Steel,780.0,635.0,213000.0,82000.0,0.3,7760.0,4
GOST Steel 20ChGSA GOST 4543-71 Quenching and cooling in the oil,Steel,800.0,650.0,213000.0,82000.0,0.3,7760.0,4
GOST Steel 20ChGNR GOST 4543-71 Quenching and cooling in the oil,Steel,1252.5,867.5,213000.0,82000.0,0.3,7800.0,4
GOST Steel 40ChFA GOST 4543-71 Quenching and cooling in the oil,Steel,900.0,750.0,215000.0,83000.0,0.3,7810.0,4
GOST Steel 40ChFA GOST 4543-71 Quenching and cooling in the oil,Steel,1252.5,867.5,215000.0,83000.0,0.3,7810.0,4
GOST Steel 30ChGS GOST 4543-71 ,Steel,1080.0,835.0,213000.0,82000.0,0.3,7850.0,4
GOST Steel 20ChN GOST 4543-71 ,Steel,780.0,590.0,200000.0,77000.0,0.3,7850.0,4
GOST Steel 40ChN GOST 4543-71 ,Steel,980.0,785.0,200000.0,77000.0,0.3,7850.0,4
GOST Steel 40ChN GOST 4543-71 normalized,Steel,780.0,460.0,200000.0,77000.0,0.3,7850.0,4
GOST Steel 40ChN GOST 4543-71 Quenching and cooling in the oil,Steel,1200.0,867.5,200000.0,77000.0,0.3,7850.0,4
GOST Steel 45ChN GOST 4543-71 ,Steel,1030.0,835.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 50ChN GOST 4543-71 ,Steel,1080.0,867.5,200000.0,77000.0,0.3,7860.0,4
GOST Steel 30ChN3A GOST 4543-71 ,Steel,980.0,785.0,215000.0,83000.0,0.3,7850.0,4
GOST Steel 12ChN2 GOST 4543-71 Quenching and cooling in the oil,Steel,800.0,600.0,211000.0,82000.0,0.29,7880.0,4
"GOST Steel 12ChN2 GOST 4543-71 Case hardening,quenching and cooling in the oil",Steel,800.0,600.0,211000.0,82000.0,0.29,7880.0,4
GOST Steel 12ChN3A GOST 4543-71 Improved,Steel,950.0,700.0,200000.0,77000.0,0.3,7850.0,4
GOST Steel 12ChN3A GOST 4543-71 Quenching and heating,Steel,1000.0,850.0,200000.0,77000.0,0.3,7850.0,4
GOST Steel 20Ch2N4A GOST 4543-71 Quenching and heating,Steel,680.0,450.0,203000.0,78000.0,0.3,7850.0,4
"GOST Steel 20Ch2N4A GOST 4543-71 Case hardening,quenching and cooling in the oil",Steel,1100.0,850.0,203000.0,78000.0,0.3,7850.0,4
GOST Steel 20Ch2N4A GOST 4543-71 Quenching and cooling in the oil,Steel,1252.5,867.5,203000.0,78000.0,0.3,7850.0,4
GOST Steel 30ChGS GOST 4543-71 Annealing,Steel,600.0,360.0,213000.0,82000.0,0.3,7850.0,4
GOST Steel 30ChGSA GOST 4543-71 Improved,Steel,1100.0,850.0,215000.0,83000.0,0.3,7850.0,4
GOST Steel 30ChGSA GOST 4543-71 Quenching and cooling in the oil,Steel,1252.5,867.5,215000.0,83000.0,0.3,7850.0,4
GOST Steel 38Ch210 GOST 4543-71 Quenching and cooling in the oil,Steel,800.0,700.0,215000.0,83000.0,0.3,7850.0,4
GOST Steel 38ChA GOST 4543-71 Quenched and tempered,Steel,930.0,785.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 38Ch2MJuA GOST 4543-71 ,Steel,980.0,835.0,206000.0,80000.0,0.3,7860.0,4
GOST Steel 12MCh GOST 20072-74 ,Steel,410.0,235.0,212000.0,82000.0,0.29,7850.0,4
GOST Steel 12Ch1MF GOST 20072-74 ,Steel,470.0,255.0,198000.0,77000.0,0.29,7800.0,4
GOST Steel 20Ch1M1F1TR GOST 20072-74 ,Steel,780.0,665.0,200000.0,77000.0,0.3,7800.0,4
GOST Steel 20Ch1M1F1BR GOST 20072-74 ,Steel,780.0,665.0,200000.0,77000.0,0.3,7800.0,4
GOST Steel 25Ch1MF GOST 20072-74 ,Steel,880.0,735.0,213000.0,82000.0,0.3,7840.0,4
GOST Steel 25Ch1MF GOST 20072-74 ,Steel,780.0,665.0,213000.0,82000.0,0.3,7840.0,4
GOST Steel 18Ch3MV GOST 20072-74 ,Steel,640.0,440.0,200000.0,77000.0,0.3,7850.0,4
GOST Steel 20Ch3MVF GOST 20072-74 ,Steel,880.0,735.0,207000.0,80000.0,0.29,7800.0,4
GOST Steel 15Ch5 GOST 20072-74 ,Steel,390.0,165.0,215000.0,83000.0,0.3,7630.0,4
GOST Steel 15Ch5M GOST 20072-74 ,Steel,390.0,215.0,211000.0,82000.0,0.29,7750.0,4
GOST Steel 15Ch5VF GOST 20072-74 ,Steel,390.0,215.0,200000.0,77000.0,0.3,7850.0,4
GOST Steel 12Ch8VF GOST 20072-74 ,Steel,390.0,165.0,200000.0,77000.0,0.3,7850.0,4
GOST Steel 13Ch14N3V2FR GOST 5949-75 ,Steel,930.0,735.0,200000.0,77000.0,0.3,7850.0,4
GOST Steel 13Ch14N3V2FR GOST 5949-75 ,Steel,1130.0,867.5,200000.0,77000.0,0.3,7850.0,4
GOST Steel 10Ch11N23T3MR GOST 5949-75 ,Steel,880.0,590.0,200000.0,77000.0,0.3,8120.0,4
GOST Steel 10Ch11N23T3MR GOST 5949-75 ,Steel,980.0,685.0,200000.0,77000.0,0.3,8120.0,4
GOST Steel 12Ch18N10T GOST 5949-75 ,Steel,510.0,196.0,215000.0,83000.0,0.3,7630.0,4
GOST Steel 12Ch18N9T GOST 5949-75 ,Steel,540.0,196.0,195000.0,75000.0,0.3,7900.0,4
GOST Steel 12Ch18N12T GOST 5949-75 ,Steel,540.0,196.0,200000.0,77000.0,0.3,7850.0,4
GOST Steel 12Ch25N16G7AR GOST 5949-75 ,Steel,690.0,325.0,216000.0,84000.0,0.29,7670.0,4
GOST Steel 20 GOST 1577-93 normalized,Steel,475.0,230.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 20 GOST 1577-93 normalized,Steel,450.0,210.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 20 GOST 1577-93 Quenched and tempered,Steel,625.0,350.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 20 GOST 1577-93 Quenched and tempered,Steel,575.0,300.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 25 GOST 1577-93 normalized,Steel,495.0,260.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 25 GOST 1577-93 normalized,Steel,495.0,240.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 25 GOST 1577-93 normalized,Steel,475.0,220.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 25 GOST 1577-93 Quenched and tempered,Steel,625.0,370.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 25 GOST 1577-93 Quenched and tempered,Steel,575.0,320.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 30 GOST 1577-93 normalized,Steel,540.0,280.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 30 GOST 1577-93 normalized,Steel,540.0,250.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 30 GOST 1577-93 normalized,Steel,520.0,230.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 30 GOST 1577-93 Quenched and tempered,Steel,675.0,400.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 30 GOST 1577-93 Quenched and tempered,Steel,625.0,350.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 30 GOST 1577-93 Quenched and tempered,Steel,575.0,300.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 35 GOST 1577-93 normalized,Steel,575.0,300.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 35 GOST 1577-93 normalized,Steel,575.0,270.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 35 GOST 1577-93 normalized,Steel,555.0,245.0,206000.0,80000.0,0.29,7860.0,4
